word,part_of_speech,meaning,example,example_meaning,definition,ID
emulsion,noun,nhũ tương,1911: NIVEA Creme – the first stable water-in-oil emulsion – is introduced.,1911: Nivea Creme – nhũ tương nước trong dầu đầu tiên được giới thiệu.,a stable suspension of small droplets of one liquid in another with which it is immiscible,1563
accrue,verb,dồn lại,"Those measures could include more cards with annual fees and the loss of a grace period before interest accrues , which would affect even those consumers who pay off their balance each month .","Các biện pháp đó có thể bao gồm việc cung cấp thêm nhiều thẻ tín dụng tính phí hàng năm và không cho gia hạn chi trả trước lúc tiền lãi dồn lại , điều này thậm chí gây bất lợi cho cả những khách hàng trả hết nợ mỗi tháng .","To increase, to augment; to come to by way of increase; to arise or spring as a growth or result; to be added as increase, profit, or damage, especially as the produce of money lent.",1564
befuddlement,noun,nhầm lẫn,I am befuddled as Your Lordship.,Tôi cũng không hiểu như Thị trưởng vậy.,The characteristic of being befuddled.,1565
segue,verb,tiếp tục,I'm going to segue a little here.,Tôi sẽ tiếp tục bằng một ví dụ khác.,To move smoothly from one state or subject to another.,1566
spinster,noun,bà cô,Maybe an old spinster cook.,Cùng lắm là bà cô già không chồng thôi.,"A woman who has never been married, especially one past the normal marrying age according to social traditions.",1567
leverage,verb,đòn bẩy,"Well, I'm surprised Hoover didn't use his daughter as leverage .",Tôi ngạc nhiên tại sao Hoover không sử dụng con gái hắn làm đòn bẩy .,A force compounded by means of a lever rotating around a pivot; see torque.,1568
troupe,noun,đoàn,"In the early 1970s, she began working as a dancer for the Mansudae Art Troupe in Pyongyang.","Trong năm 1970, Ko bắt đầu làm việc như một vũ công cho Đoàn Nghệ thuật Mansudae ở Bình Nhưỡng.","A company of, often touring, actors, singers or dancers.",1569
propagate,verb,truyền bá,Part of the cost was covered by the Society for Propagating the Gospel in Foreign Parts.,Một phần chi phí là do Hội Truyền Bá Phúc Âm Nước Ngoài đài thọ.,"(transitive) To cause to continue or multiply by generation, or successive production; -- applied to animals and plants; as, to propagate a breed of horses or sheep; to propagate a species of fruit tree.",1570
graft,verb,ghép,"His first patient died two days later, as the graft was incompatible with the recipient's blood group and was rejected.","Bệnh nhân đầu tiên của ông đã chết hai ngày sau đó, vì thận ghép không tương thích với nhóm máu của người nhận và đã bị cơ thể đào thải.","(countable) A small shoot or scion of a tree inserted in another tree, the stock of which is to support and nourish it. The two unite and become one tree, but the graft determines the kind of fruit.",1571
astute,adjective,sắc sảo,One with a lot of moving parts that requires a man astute and hard-headed enough to pull it off.,Kế hoạch rất bất định yêu cầu một người phải đủ sắc sảo và lạnh lùng để thực hiện.,quickly and critically discerning,1572
intervening,noun,can thiệp,"But unless you intervene , the slaughter will be complete.","Nhưng nếu cô không can thiệp , cuộc thảm sát nhân loại sẽ được hoàn thành.",intervention; mediation,1573
hitch,verb,buộc vào,"The scene looked like a picture out of an old book: An elderly man sat on a bench, a dog slept beneath a tree, and two yoked oxen stood hitched to a cart with wooden wheels.","Một bức tranh thanh bình hiện ra trước mắt tôi: Ông lão ngồi trầm ngâm trên băng ghế dài, con chó lim dim ngủ dưới bóng cây và gần đấy, hai con bò bị buộc vào chiếc xe bằng gỗ, đang phe phẩy đuôi.",A sudden pull.,1574
obsidian,adjective,đá vỏ chai,It's called obsidian .,Nó được gọi là đá vỏ chai .,(mineralogy) a type of black glass produced by volcanos,1575
squabble,verb,cãi vã,Family squabble ?,Chuyện cãi vã gia đình sao?,"A minor fight or argument as between children, for example.",1576
exodus,noun,sự ra đi,"The Disney strike and its aftermath led to an exodus of several animation professionals from the studio, from top-level animators such as Art Babbitt and Bill Tytla to artists better known for their work outside the Disney studio such as Frank Tashlin, Maurice Noble, Walt Kelly, Bill Meléndez, and John Hubley.","Cuộc đình công này cùng với những hậu quả của nó đã dẫn tới sự ra đi của một số chuyên gia hoạt hình trong hãng, từ các họa sĩ cấp cao nhất như Art Babbitt và Bill Tytla cho tới các họa sĩ nổi tiếng với những tác phẩm sau này của họ ngoài Disney như Frank Tashlin, Maurice Noble, Walt Kelly, Bill Meléndez, và John Hubley.",A sudden departure of a large number of people.,1577
elite,adjective,tinh nhuệ,An elite military unit?,Mội đội quân tinh nhuệ ư?,Of high birth or social position; aristocratic or patrician.,1578
behemoth,noun,con vật kếch xù,Your parent company's a behemoth .,Công ty mẹ của anh là 1 gã khổng lồ .,A great and mighty beast described in Job 40:15-24 used to illustrate God's mightiness.,1579
furtively,adverb,lén lút,"Me shyly, obliquely, trying not to be furtive .","Tôi bẽn lẽn, xiên xẹo, thử không lén lút .",In a furtive manner.,1580
morbid,adjective,bệnh tật,"Morbidity and Mortality Weekly Report, 55 (11), 1-32.","Báo cáo tuần về Tình trạng bệnh tật và Tử vong, 55 (11), 1–32.","(originally) Of, or relating to disease.",1581
hypothetical,adjective,giả định,My hypothetical son?,Đứa con giả định của tôi ư?,Based upon a hypothesis; conjectural,1582
consensus,noun,đồng lòng,"These three elements— beliefs, trusted sources, and values— may seem like a simple formula for finding agreement and consensus .","Ba yếu tố niềm tin, nguồn tin tưởng và giá trị có vẻ là công thức đơn giản dẫn đến sự nhất trí và đồng lòng .",A process of decision-making that seeks widespread agreement among group members.,1583
inconsistency,noun,sự không nhất quán,The inconsistency in the identification of the saint is replicated in the various vitae that are ascribed to him.,Sự không nhất quán trong việc xác định vị thánh được nhân rộng trong các bản lý lịch khác nhau được gán cho ông.,The state of being inconsistent,1584
scuffle,verb,cuộc ẩu đả,What happened next was too fast and too short to be called a scuffle .,"Những gì xảy ra tiếp theo quá nhanh, quá gọn không thể gọi là cuộc ẩu đả .",A rough disorderly fight or struggle at close quarters,1585
compromise,verb,thoả hiệp,It's called a compromise .,Đó gọi là sự thoả hiệp .,(intransitive) To bind by mutual agreement.,1586
chisel,verb,đục,"Instead of being accustomed to filling space with busyness, he took a hammer and chisel and hacked away at a piece of marble to reveal the figure within.","Thay vì sơn từng vùng theo thường lệ, khá gian nan, anh ta dùng một cái búa và cái đục , đục một miếng cẩm thạch để xem các họa tiết bên trong.","A cutting tool consisting of a slim oblong block of metal with a sharp wedge or bevel formed on one end. It may be provided with a handle at the other end, which is generally perpendicular to, but occasionally parallel to the cutting edge of the tool, depending upon its intended use. It is used to remove parts of stone, wood or metal by placing the sharp edge against the material to be cut and pushing or pounding the other end with a hammer, or mallet. The cutting edge of a chisel is most frequently straight, but may be curved or otherwise shaped (v-shaped, for example), to suit the characteristics of the material being worked, or the shape to be achieved by the chisel's use.",1587
hodgepodge,verb,hỗn hợp,A Religious Hodgepodge,Một sự pha trộn tôn giáo,A collection of miscellaneous things; a jumble.,1588
anomaly,noun,sự dị thường,But she thought it might have been an anomaly .,Nhưng cô ấy nghĩ có thể đó là một sự dị thường .,A deviation from a rule or from what is regarded as normal.,1589
capillary,adjective,mao dẫn,It must be capillary action.,Chắc phải do hiện tượng mao dẫn .,"(anatomy) Any of the small blood vessels that connect arteries to veins. Their walls are composed of a single layer of cells which allows molecules such as oxygen, water and lipids to pass through them by diffusion and enter the tissues. Waste products such as carbon dioxide and urea can diffuse back into the blood to be carried away for removal from the body.",1590
ocular,adjective,bằng mắt,"I'm not a programmer, never done anything with ocular recognition technology, but I just recognized something and associated myself with amazing people so that we could make something happen.","Tôi chẳng phải là một lập trình viên, chưa bao giờ đụng đến "" công nghệ nhận biết bằng mắt "" nhưng tôi đã nghĩ ra một việc, và tự kết nối với những người tài giỏi và chúng tôi làm được việc đó.","Of, or relating to the eye, or the sense of sight",1591
aberration,noun,quang sai,"In 1729, James Bradley discovered stellar aberration .","Năm 1729, James Bradley khám phá ra hiện tượng quang sai .","The act of wandering from the barn; deviation, especially from truth or moral rectitude, from the natural state, or from a type.",1592
imperceptible,adjective,không thể cảm thấy,"Line upon line and precept upon precept, gradually and almost imperceptibly , our motives, our thoughts, our words, and our deeds become aligned with the will of God.","Từng hàng chữ một và từng lời giáo huấn một, dần dần và hầu như không thể cảm thấy được, các lý do, ý nghĩ, lời nói và hành động của chúng ta trở nên phù hợp với ý muốn của Thượng Đế.","Not perceptible, not detectable, too small in magnitude to be observed.",1593
variance,noun,phương sai,Both scenarios could also simultaneously contribute to the variance .,Cả hai kịch bản cũng có thể đồng thời đóng góp vào phương sai .,(statistics) The second central moment in probability,1594
