Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link,ID
The Vanderbeekers of 141st Street,,"After learning that they are going to be evicted from their Brooklyn home, the five Vanderbeeker children come up with a scheme to convince their landlord to allow them to stay.",https://cdn.vocabulary.com/units/37woga72/cover.jpeg?width=220&v=16e6bda7afc,https://www.amazon.com/dp/1328499219?tag=vocabulary01-20,Karina Yan Glaser,Literature,/lists/37woga72/vanderbeekers-of-141st-street,69
The Bluest Eye,,"In the Nobel Prize-winner's first novel, a young black girl yearns to conform to society's rigid standards of beauty.",https://cdn.vocabulary.com/units/3au3smoc/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0307278441?tag=vocabulary01-20,Toni Morrison,"Grade 11,Grade 12,Literature",/lists/3au3smoc/bluest-eye,70
The School for Good and Evil,,"Sweet, angelic Sophie and moody Agatha are shocked when Agatha is sent to the School for Good and Sophie is sent to the School for Evil. Did the School Master make a mistake or does he know the two girls better than they know themselves?",https://cdn.vocabulary.com/units/3b7lwwov/cover.jpeg?width=220&v=1791f227508,https://www.amazon.com/dp/006210490X?tag=vocabulary01-20,Soman Chainani,"Grade 6,Grade 7,Grade 8,Literature",/lists/3b7lwwov/school-for-good-and-evil,71
While the World Watched,,"In 1963, the Ku Klux Klan bombed a church in Birmingham, Alabama, killing four African-American girls. In this memoir, survivor Carolyn Maull McKinstry recounts the bombing and life in the South under Jim Crow laws.",https://cdn.vocabulary.com/units/3bynocr4/cover.jpeg?width=220&v=16c251459ad,https://www.amazon.com/dp/1414336373?tag=vocabulary01-20,Carolyn Maull McKinstry,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/3bynocr4/while-the-world-watched,72
The Girl Who Drank the Moon,,"In this Newbery Award-winning novel, baby Luna is abandoned by her village and raised by the witch Xan. As Luna tries to manage her growing magical powers, she learns about her true origins and joins forces with others to fight the corrupt Council of Elders.",https://cdn.vocabulary.com/units/3cqyhv5k/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1616205679?tag=vocabulary01-20,Kelly Barnhill,"Grade 7,Literature",/lists/3cqyhv5k/girl-who-drank-the-moon,73
The Other Side,Stories of Central American Teen Refugees Who Dream of Crossing the Border,"In this collection of essays translated by Rosalind Harvey, Juan Pablo Villalobos records the true stories of Latin American teens attempting to immigrate to the United States.",https://cdn.vocabulary.com/units/3cxddzde/cover.jpeg?width=220&v=16d64537d49,https://www.amazon.com/dp/0374305730?tag=vocabulary01-20,Juan Pablo Villalobos,"Literature,Non-Fiction",/lists/3cxddzde/other-side,74
Huntress,,"In this prequel to Ash, two 17-year-old girls, Kaede and Taisin, must fight unearthly creatures and their own feelings to save their kingdom. Learn these words that Malinda Lo uses to build an enchanting fantasy world.",https://cdn.vocabulary.com/units/3dthovmr/cover.jpeg?width=220&v=16c3024590d,https://www.amazon.com/dp/0316039993?tag=vocabulary01-20,Malinda Lo,Literature,/lists/3dthovmr/huntress,75
Harriet the Spy,,"Eleven-year-old Harriet faces difficulties when her personal notebook — full of detailed observations about her friends, classmates, and neighbors — ends up in the wrong hands.",https://cdn.vocabulary.com/units/3hkftev5/cover.jpeg?width=220&v=17dded845db,https://www.amazon.com/dp/0440416795?tag=vocabulary01-20,Louise Fitzhugh,Grade 5,/lists/3hkftev5/harriet-the-spy,76
The Fountains of Silence,,"Set in Spain during the 1950s, this novel tells the story of how Daniel, an eighteen-year-old American tourist, falls in love with a local girl, Ana, who lost her family during the Spanish Civil War.",https://cdn.vocabulary.com/units/3i2pgclf/cover.jpeg?width=220&v=1807571d3e6,https://www.amazon.com/dp/0142423637?tag=vocabulary01-20,Ruta Sepetys,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3i2pgclf/fountains-of-silence,77
P.S. Be Eleven,,"This sequel to One Crazy Summer focuses on Delphine, the eldest Gaither sister, as she begins sixth grade and navigates unexpected changes in her family.",https://cdn.vocabulary.com/units/3i4pmtfx/cover.jpeg?width=220&v=16c256be6ff,https://www.amazon.com/dp/0061938645?tag=vocabulary01-20,Rita Williams-Garcia,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/3i4pmtfx/p-s-be-eleven,78
The Summer of Bitter and Sweet,,"Named after her Native American mother, eighteen-year-old Louisa Norquay must decide whether she wants to meet her criminal father in order to save her family's ice cream business and pay for an education at Canada's University of Alberta.",https://cdn.vocabulary.com/units/3i64xz5w/cover.png?width=220&v=188e955e1b7,https://www.amazon.com/dp/0063086166?tag=vocabulary01-20,Jen Ferguson,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3i64xz5w/summer-of-bitter-and-sweet,79
Stuart Little,,"Stuart Little may be a mouse, but he grows up with a human family and embarks on many bold adventures.",https://cdn.vocabulary.com/units/3imjexrf/cover.jpeg?width=220&v=16c30021699,https://www.amazon.com/dp/0060263954?tag=vocabulary01-20,E.B. White,"Grade 5,Grade 6,Grade 7,Grade 8,Just for Fun",/lists/3imjexrf/stuart-little,80
Amina's Voice,,"Amina, a Pakistani-American girl, struggles to balance her commitment to her culture with her desire to fit in. When her mosque is vandalized, Amina must finally find her voice.",https://cdn.vocabulary.com/units/3inajs4g/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1481492063?tag=vocabulary01-20,Hena Khan,"Literature,Non-Fiction",/lists/3inajs4g/aminas-voice,81
"George Washington, Spymaster",How the Americans Outspied the British and Won the Revolutionary War,"In this engrossing nonfiction account, Thomas Allen explains how the colonists used spies, codes, and covert operations in order to win the American Revolution.",https://cdn.vocabulary.com/units/3jfb7kv5/cover.jpeg?width=220&v=16f1ee02693,https://www.amazon.com/dp/1426300417?tag=vocabulary01-20,Thomas B. Allen,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/3jfb7kv5/george-washington-spymaster,82
Displacement,,"In this graphic novel, which draws on the author's family history, a teenage girl is transported back in time to a World War II incarceration camp for Japanese Americans.",https://cdn.vocabulary.com/units/3jrxktbl/cover.jpeg?width=220&v=17d9bcdee94,https://www.amazon.com/dp/1250193532?tag=vocabulary01-20,Kiku Hughes,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3jrxktbl/displacement,83
The House of the Spirits,,"This novel, which incorporates magical realism, follows several generations of one family as they experience personal and political turmoil in Chile.",https://cdn.vocabulary.com/units/3jsoef2o/cover.jpeg?width=220&v=16c24fa9c79,https://www.amazon.com/dp/1501117017?tag=vocabulary01-20,Isabel Allende,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3jsoef2o/house-of-the-spirits,84
Cosmos,,"In this engaging and accessible book, scientist Carl Sagan explores fourteen billion years of cosmic history and evolution.",https://cdn.vocabulary.com/units/3kqoob3g/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0345539435?tag=vocabulary01-20,Carl Sagan,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction,Just for Fun",/lists/3kqoob3g/cosmos,85
A Long Way from Chicago,,"During the Great Depression, Joey and Mary Alice Dowdel spend summers with their eccentric and adventurous grandmother.",https://cdn.vocabulary.com/units/3kvyxene/cover.jpeg?width=220&v=16c300a6574,https://www.amazon.com/dp/0142401102?tag=vocabulary01-20,Richard Peck,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/3kvyxene/long-way-from-chicago,86
Business and Employment,,"Mastering words related to business and employment is an essential step in excelling at the IELTS exam. This collection features important business vocabulary that can help you understand complex passages and audio recordings, which is crucial for scoring well on the reading and listening sections of the test. Additionally, using these specialized terms appropriately in the writing and speaking sections of the test can help showcase your language proficiency and knowledge of the business world, enhancing your chances of achieving a high IELTS score and advancing your career prospects.",https://cdn.vocabulary.com/units/3l27g43y/feature.png?width=500&v=189adaa048f,,,Test-Prep,/lists/3l27g43y/ielts-exam-business-and-employment,87
"Commonly Confused Words, Grade 6",,Commonly confused words are pairs or groups of words that share similar spellings or pronunciations but have different meanings or usages. This collection features commonly confused words that sixth-grade students frequently encounter while reading or taking standardized tests.,https://cdn.vocabulary.com/units/3lwzi4oe/feature.png?width=500&v=18e1a715ffb,,,Grade 6,/lists/3lwzi4oe/commonly-confused-words-grade-6,88
The Plot to Kill Hitler,"Dietrich Bonhoeffer: Pastor, Spy, Unlikely Hero","This biography chronicles the life of Dietrich Bonhoeffer, a clergyman who resisted Adolf Hitler's regime.",https://cdn.vocabulary.com/units/3mcelvhg/cover.jpg?width=220&v=17377fc58be,https://www.amazon.com/dp/0062411098?tag=vocabulary01-20,Patricia McCormick,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/3mcelvhg/plot-to-kill-hitler,89
5th Grade Government and Economics,,"Dive into the world of government and economy words with this vocabulary collection for 5th grade students. This collection will help you understand how our leaders talk and make important decisions at local, state, and federal levels.",https://cdn.vocabulary.com/units/3mqwssvs/feature.png?width=500&v=18c7fcb06b4,,,Grade 5,/lists/3mqwssvs/5th-grade-government-and-economics,90
Return to Sender,,"In this novel, Tyler befriends Mari, the daughter of one of the migrant workers his father has hired.",https://cdn.vocabulary.com/units/3naffzyo/cover.jpeg?width=220&v=17444d15a1c,https://www.amazon.com/dp/0375851232?tag=vocabulary01-20,Julia Alvarez,Literature,/lists/3naffzyo/return-to-sender,91
Orphan Train,,"Christina Baker Kline's historical novel follows two young women searching for a sense of belonging: Molly, a teen navigating the foster system in 2011, and Niamh, an Irish immigrant orphaned on the cusp of the Great Depression. Discover how their lives intersect as you learn these words from Orphan Train.",https://cdn.vocabulary.com/units/3nh6yjsx/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B0089LOG02?tag=vocabulary01-20,Christina Baker Kline,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3nh6yjsx/orphan-train,92
The War of the Worlds,,"When Martians invade Earth, two English brothers, a philosopher and a medical student, struggle to get others and themselves to safety. Read the full text here.",https://cdn.vocabulary.com/units/3nmvqnk3/cover.png?width=220&v=189f44b868f,https://www.amazon.com/dp/0141441038?tag=vocabulary01-20,H.G. Wells,"Grade 8,Just for Fun",/lists/3nmvqnk3/war-of-the-worlds,93
The Hitchhiker's Guide to the Galaxy,,"When Earth is destroyed to make way for a freeway, Arthur Dent joins his friend Ford Prefect on a hilarious odyssey through space. Learn these words from the first book in Douglas Adams's popular science fiction series.",https://cdn.vocabulary.com/units/3obfv2bx/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0345391802?tag=vocabulary01-20,Douglas Adams,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Just for Fun",/lists/3obfv2bx/hitchhikers-guide-to-the-galaxy,94
Like a Love Story,,"A young activist, an Iranian immigrant, and a flamboyant fashionista navigate love and friendship in New York City in 1989.",https://cdn.vocabulary.com/units/3p22v4ux/cover.jpeg?width=220&v=173c9c865a9,https://www.amazon.com/dp/0062839365?tag=vocabulary01-20,Abdi Nazemian,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3p22v4ux/like-a-love-story,95
Freakonomics,A Rogue Economist Explores the Hidden Side of Everything,"What are the surprising, hidden, and even freakish forces that shape society? In this book, an economist and a journalist team up to explore small truths that have a big impact on the way we live.",https://cdn.vocabulary.com/units/3ps6caxd/cover.jpeg?width=220&v=16c25207fe1,https://www.amazon.com/dp/0060731338?tag=vocabulary01-20,Steven D. Levitt,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/3ps6caxd/freakonomics,96
Under the Blood-Red Sun,,"During World War II, a Japanese-American boy must rely on his baseball teammates when his father and grandfather are arrested.",https://cdn.vocabulary.com/units/3qg3ufxg/cover.jpg?width=220&v=17d95d2dd5c,https://www.amazon.com/dp/0385386559?tag=vocabulary01-20,Graham Salisbury,"Grade 6,Grade 7,Grade 8,Literature",/lists/3qg3ufxg/under-the-blood-red-sun,97
The Night Diary,,"In 1947, British India was divided into two separate and independent countries: India, a mostly Hindu nation, and Pakistan, a predominantly Muslim nation. The partition leaves Nisha, a girl with both Hindu and Muslim heritage, without a clear place to call home. She and her family must make a treacherous journey to try to find a safe haven in a country rocked by turmoil and violence.",https://cdn.vocabulary.com/units/3s5khhwx/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0735228515?tag=vocabulary01-20,Veera Hiranandani,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/3s5khhwx/night-diary,98
Room to Dream,,"In this third book of the Front Desk series, seventh-grader Mia Tang and her parents return from a vacation to discover that they are in danger of losing the Calivista Motel.",https://cdn.vocabulary.com/units/3sscyalm/cover.png?width=220&v=18637cae9bc,https://www.amazon.com/dp/1338621122?tag=vocabulary01-20,Kelly Yang,Literature,/lists/3sscyalm/room-to-dream,99
Phineas L. MacGuire...Erupts!,,"In this first book of the Highly Scientific Notebooks of Phineas L. MacGuire series, the fourth-grade scientist who's usually called Mac partners with a classmate on a volcano project.",https://cdn.vocabulary.com/units/3ubaoalv/cover.png?width=220&v=1880b49eb93,https://www.amazon.com/dp/1416947345?tag=vocabulary01-20,Frances O’Roark Dowell,Grade 5,/lists/3ubaoalv/phineas-l-macguire-erupts,100
Ban This Book,,"When Amy Anne's favorite book is banned from her school library, she decides to fight against censorship.",https://cdn.vocabulary.com/units/3uyfaurw/cover.jpeg?width=220&v=17666a7dcc4,https://www.amazon.com/dp/0765385589?tag=vocabulary01-20,Alan Gratz,Literature,/lists/3uyfaurw/ban-this-book,101
A Snake Falls to Earth,,"When she was a child, Nina heard stories about shape-shifters from her great-great-grandmother; at 16, Nina encounters a shape-shifter who has come to Earth seeking a cure for his companion's illness.",https://cdn.vocabulary.com/units/3vgprecv/cover.jpg?width=220&v=17d81cfc07c,https://www.amazon.com/dp/1646140923?tag=vocabulary01-20,Darcie Little Badger,Literature,/lists/3vgprecv/snake-falls-to-earth,102
Sparrow,,"When a beloved teacher unexpectedly dies, Sparrow Cooke wishes she could just fly away. Through music, Sparrow finds a way to cope with her loneliness and social anxiety.",https://cdn.vocabulary.com/units/3vouyjix/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1338032585?tag=vocabulary01-20,Sarah Moon,Literature,/lists/3vouyjix/sparrow,103
In Memoriam 2024,Honoring Notable Figures We Lost This Year,"This collection is a tribute to some of those who passed in 2024, including influential figures in politics and entertainment. Each list includes words that appeared in that person's writing, interviews, and speeches as well words that others used to describe an aspect of their life.",https://cdn.vocabulary.com/units/3vrbzhwu/feature.png?width=500&v=19441a83e73,,,Events,/lists/3vrbzhwu/in-memoriam-2024,104
