word,part_of_speech,meaning,example,example_meaning,definition,ID
direction,noun,hướng,We began to sail in the direction of the port.,Chúng tôi bắt đầu lái thuyền về hướng cảng.,The action of directing; pointing (something) towards.,136
fare,noun,tiền xe,Since then I've been working to get enough money for stage fare .,Từ đó tới nay tôi làm việc để kiếm đủ tiền xe .,Money paid for a transport ticket.,137
ferry,verb,chở,It could have been stolen to drive the bomb to the ferry .,Có thể là đã bị đánh cắp dùng để chở bom lên phà.,"A ship used to transport people, smaller vehicles and goods from one port to another, usually on a regular schedule",138
locomotive,adjective,đầu máy xe lửa,He fell between the first car and the locomotive .,nó rơi giữa toa thứ và đầu máy xe lửa .,(rare) A traction engine,139
navigate,verb,lái,I saw the concept first in the DARPA Grand Challenges where the U. S. government issued a prize to build a self- driving car that could navigate a desert.,Lần đầu tôi biết tới khái niệm này là ở cuộc thi Thử Thách DARPA. Ở cuộc thi này chính phủ Mỹ treo giải thưởng cho người nào dựng được một chiếc xe có thể tự lái qua sa mạc.,"(transitive) To plan, control and record the position and course of a vehicle, ship, aircraft etc on a journey; to follow a planned course.",140
pedestrian,adjective,khách bộ hành,What have congregations with areas of high pedestrian traffic been encouraged to do?,Những hội thánh có khu vực đông khách bộ hành được khuyến khích làm gì?,(not comparable) Of or intended for those who are walking.,141
architecture,noun,kiến trúc,Valencia is famous for its unusual architecture .,Valencia nỗi tiếng về những công trình kiến trúc khác thường của nó.,The art and science of designing buildings and other structures.,142
compound,adjective,phức,"Some workers had travelled hundreds of miles from remote desert compounds in southern Libya , some had just come from the city .","Một số nhân viên đã đi hàng trăm dặm từ các phức hợp xa xôi trong sa mạc ở nam Libya , một số vừa từ thành phố đến .","an enclosure within which workers, prisoners, or soldiers are confined",143
construction,noun,công trình xây dựng,Palmyra was a center for some of that construction .,Palmyra là trọng tâm của một số công trình xây dựng đó.,The process of constructing.,144
development,noun,sự phát triển,And this development in childhood reflects the development of our species.,Và sự phát triển này ở trẻ em phản ánh sự phát triển của giống loài chúng ta.,"(uncountable) The process of developing; growth, directed change",145
engineering,noun,công nghệ,Says they're one of the top engineering schools in the country.,Nghe nói đây là một trong những trường công nghệ hàng đầu nước.,Present participle of engineer.,146
exterior,adjective,bên ngoài,The roof is supported by creating a difference between the exterior and interior air pressure.,Mái được hỗ trợ bằng cách tạo chênh lệch áp suất giữa bên trong và bên ngoài .,relating to the outside parts or surface of something,147
facility,noun,cơ sở,What I get is that it's time to see this facility .,Tôi hiểu được đây là thời điểm để trông thấy cơ sở này.,Ease in learning or in doing something; proficiency,148
infrastructure,noun,cơ sở hạ tầng,The whole infrastructure falls apart.,Cơ sở hạ tầng sụp đổ.,An underlying base or foundation especially for an organization or system,149
landmark,verb,bước ngoặc,The Landmark Work of Budny,Công việc có tính chất bước ngoặc của Budny,"a notable building or place with historical, cultural, or geographical significance",150
landscape,noun,phong cảnh,So we would take the landscape and we would build up the topography.,Chúng tôi bỏ đi phong cảnh và dựng lại địa hình.,"A portion of land or territory which the eye can comprehend in a single view, including all the objects it contains.",151
metropolis,noun,thủ đô,Now Tokyo has changed into a metropolis .,Giờ đây Đông kinh đã thay đổi và trở thành thủ đô .,"(history) The mother (founding) polis (city state) of a colony, especially in the Ancient Greek/Hellenistic world.",152
monument,noun,đài tưởng niệm,The monument's design and the statue are works of sculptor Thomas Marsh.,Mẫu thiết kế đài tưởng niệm và bức tượng là công trình của điêu khắc gia Thomas Marsh.,"A structure built for commemorative or symbolic reasons, or as a memorial; a commemoration.",153
neighborhood,noun,khu phố,are there any families in your neighborhood that You don't get along with?,Có gia đình nào trong khu phố anh mà anh không thân thiện không?,"(obsolete) The quality of being a neighbor, living nearby, next to each-other",154
outskirts,noun,ngoại ô,All (3) confirmed collections of B. modicum come from the outskirts of the town of Buea.,Cả (3) mẫu vật được xác định của B. modicum đều đến từ ngoại ô thị trấn Buea.,Plural form of outskirt.; the edges or areas around a city or town.,155
pagoda,noun,chùa,"Other attractions include the Cascatinha Waterfall; the Mayrink Chapel, with murals painted by Cândido Portinari; the light pagoda -style gazebo at Vista Chinesa outlook; and the giant granite picnic table called the Mesa do Imperador.","Các điểm tham quan khác bao gồm các thác nước Cascatinha; Chapel Mayrink với những bức tranh tường vẽ bởi Cândido Portinari, chùa Vista Chinesa; và khối đá granite khổng lồ Mesa do Imperador.","An Asian religious building, especially a multistory Buddhist tower, erected as a shrine or temple.",156
pavilion,verb,rạp,"So I was chosen to build the pavilion out of paper tubes,",Vì vậy tôi đã được chọn để dựng một cái rạp từ những ống giấy,an ornate tent,157
residence,noun,dinh thự,Our Ambo's residence in this half of the villa is the safe haven.,Một nửa dinh thự này là nhà an toàn.,The place where one lives.,158
scenery,noun,phong cảnh,Mine had nothing but scenery on it.,Cái của tôi không có gì ngoài phong cảnh .,"View, natural features, landscape.",159
skyscraper,noun,nhà chọc trời,Currently Burj Khalifa is the tallest skyscraper in the world.,Burj Khalifa hiện đang là tòa nhà chọc trời cao nhất thế giới.,(archaic) A small sail atop a mast of a ship.,160
accessible,adjective,có thể tới được,"If we can get in those pipes, we can access the reactor there","Nếu chúng ta vào được mấy đường ống này, chúng ta có thể tới được điểm đặt kíp nổ",Easily understood.,161
alluring,adjective,quyến rũ,The Sirens with their deadly yet irresistible allure .,Sự quyến rũ không thể chống lại được của các mỹ nhân.,Present participle of allure.,162
coastal,adjective,miền ven biển,"While the coastal towns were readily accessible by train and boat, the rural areas could best be reached by car.","Trong khi có thể đến các thị trấn miền ven biển một cách dễ dàng bằng xe lửa và tàu bè, thì xe hơi lại là phương tiện tốt nhất để đi tới miền quê.","relating to the coast; on or near the coast, as a coastal town, a coastal breeze",163
cramped,adjective,tù túng,"But how restrictive, how cramped and narrow is this road?","Nhưng con đường hẹp này thì gò bó, tù túng và chật hẹp đến thế nào?",Simple past tense and past participle of cramp.,164
diverse,adjective,khác nhau,They came from a great diversity of circumstances.,Họ đến từ nhiều hoàn cảnh khác nhau .,consisting of many different elements; various,165
dynamic,adjective,năng động,And they're sort of two reciprocal and dynamically interacting systems.,Và chúng dường như hai hệ thống tương tác hỗ qua lại và năng động .,(computing) happening at runtime instead of at compile time,166
enchanting,adjective,bỏ bùa mê,Luka's chick is enchanting .,Cô gái của Luka đang bỏ bùa mê .,Present participle of enchant.,167
hectic,adjective,bận rộn,Others lead hectic lives and have little time to spare.,"Những người khác thì rất bận rộn , ít có thì giờ rảnh.","Of a fever, pertaining to bodily reactions characterised by flushed or dry skin.",168
majestic,adjective,uy nghi,You are more majestic than the mountains of prey.,Ngài uy nghi hơn các núi của thú săn mồi.,Having qualities of splendor or royalty.,169
metropolitan,noun,thủ đô,He's handling all the big redevelopment projects in the metropolitan area.,Ông ta quản lí những dự án tái xây dựng lớn nhất hiện nay ở khu thủ đô đấy.,"of, or pertaining to, a metropolis or other large urban settlement.",170
municipal,noun,thành phố,"Being outside the municipal limits, I know this point very well.","Ngoài địa phận thành phố , tôi biết rất rõ địa điểm này.",Of or pertaining to a municipality (a city or a corporation having the right of administering local government).,171
picturesque,adjective,đẹp,"My first assignment was in Cirencester, a picturesque town in the Cotswolds.","Nhiệm sở đầu tiên của tôi là Cirencester, một thị trấn xinh đẹp ở vùng Cotswolds.",Resembling or worthy of a picture or painting; having the qualities of a picture or painting. scenic,172
